,superkingdom,phylum,class,order,family,genus,species,tax_id,barcode01,barcode02,barcode03,barcode04,barcode05,barcode06,barcode07,barcode08,barcode09,barcode10,barcode11,barcode12,barcode13,barcode14,barcode15,barcode16,barcode17,barcode18,barcode19,barcode20,barcode21,barcode22,barcode23,barcode24,barcode25,barcode26,barcode27,barcode28,barcode29,barcode30,barcode31,barcode32,barcode33,barcode34,barcode35,barcode36,barcode37,barcode38,barcode39,barcode40,barcode41,barcode42,barcode43,barcode44,barcode45,barcode46,barcode47,barcode48,barcode49,barcode50,barcode51,barcode52,barcode53,barcode54,barcode55,barcode56,barcode57,barcode58,barcode59,barcode60,barcode61,barcode62,barcode63,barcode64,barcode65,barcode66,barcode67,barcode68,barcode69,barcode70,barcode71,barcode72,barcode73,barcode74,barcode75,barcode76,barcode77,barcode78,barcode79,barcode80,barcode81,barcode82,barcode83,barcode84,barcode85,barcode88,barcode89
10,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,Roseisolibacter agri,2014610,0.0023362519143167,0.0030746401028203,0.0040441499281487,0.0036200960148099,0.0033742950165599,0.0037159719065416,0.003904654708337,0.0035384751390568,0.0032349865243582,0.0038543198681217,0.0032624144354962,0.0034059427331388,0.0033109129287868,0.0028498894626421,0.0027941112818418,0.0023800394192807,0.0027168685776957,0.00292923435915,0.0039811096557791,0.0038138458334431,0.0008102014935888,0.0035919717503475,0.0057660565011691,0.0014353085913442,0.0009766533386009,0.0030917375307501,0.0027205380033883,0.004187914531026,0.0025739330340137,0.0016357409973451,0.0015485266107413,0.0022567407794306,0.000859191693173,0.0061431664916845,0.0031199042117343,0.0020718076949248,0.0029791348981064,0.0029380101624915,0.0023538841022209,0.0029589582891336,0.0026538922518272,0.0014895315176308,0.0019729150428713,0.0048423724180665,0.0005086605734351,0.0031261066006652,0.0043192243419364,0.0014528762425845,0.0066046217129762,0.0006444497139499,0.0034232045134194,0.0045207482655867,0.0006584888516625,0.0016842925096376,0.0029790949813677,0.0080393446334321,0.0018374753089293,0.0020536495480989,0.0008128569607693,0.0016402752929794,0.0032699363972485,0.0031050655567256,0.0016994634658642,0.0017236258122941,0.0009304162075579,0.0008999607708246,0.0016711755125286,0.0017146429782485,0.0009448785232812,0.0032533501383496,0.0009228765725526,0.0017561848849979,0.0011991673718299,0.0027998292884349,0.0025942457874368,0.0024642054691905,,0.0035329765050031,0.0008199735261872,0.0016870435972439,0.0014402401487048,0.0052179960276577,0.0043664507519917,0.0038395318213774,,0.0040719973323175,
11,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Tepidisphaera,Tepidisphaera mucosa,1546155,0.0025934320429319,0.0022248880527995,0.0018611321202648,0.0026304828150366,0.0031749554140032,0.0018975151550111,0.0020666230919144,0.0022279326699169,0.0041928226429525,0.0029822633809449,0.0023663035285828,0.0025991393999159,0.0028978337052496,0.0028148216509154,0.0032587357675696,0.0019338884150801,0.0027452815473405,0.0018247848363887,0.0021901692687963,0.0021554888766669,,0.0004261666311527,0.0010784516188247,0.0009432027885995,0.0005580876197563,0.0021803257663203,0.0016717474677942,0.0010026758168509,0.0017224209193566,,0.001272477087914,0.0005265731372475,0.0004956875185882,0.0016111549961557,0.0004141492886376,0.0005281727336108,0.0015071337664947,,,0.0009182970691018,0.0006648690577329,0.000261458415039,0.0004384255650818,0.0009606916981744,0.0009688193151977,0.0010308869592703,0.0023598892133019,0.00144727317792,,0.0007786907255249,0.0010711907588083,0.0013512316112453,0.0012892607324098,0.0004308656482569,,0.0010516423520988,0.0004593688272313,0.0009280603538604,0.0003710640703964,0.0005689277899343,0.00094133967499,0.0005689738556513,0.0006400749356022,0.0013945346111613,0.0003750803743649,,0.0003342347543374,,,,0.0003491968472513,0.0018613626714804,0.0006440151010437,0.0002836017421249,0.0005461496450027,0.001437258153676,0.0007872156210792,0.0009634781561436,0.0008471610895226,0.0003469090404495,0.0008616757058202,0.0006818047074168,0.0004317691171457,0.0009572431397574,,0.0039235505882909,
12,Bacteria,Planctomycetes,Phycisphaerae,,,,Phycisphaerae bacterium RAS2,2528035,0.0008644800406655,0.0006286331124255,,,0.0005161803022272,0.0003406072557141,,0.0004181341781088,0.0012833824221707,0.0008371265630722,,0.0007473113083499,,,0.0006281900274833,0.0004377857397177,0.0004367798153787,,,0.0006356615415422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Fimbriiglobus,Fimbriiglobus ruber,1908690,0.0009365694502468,0.0010942133542969,0.0010677809373306,0.0010036690948462,0.0008031410375128,0.0012976463581921,0.0008821470282962,0.0008340979569147,0.0014385340922811,0.0007761839178468,0.0011713888726429,0.0009621392652865,0.0006511854588015,0.0015388440215731,0.0009839789055156,0.0016091365590398,0.0007981566900496,0.0009175393024613,0.0010656542269353,0.0013975136567858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016115972771648,
14,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,Gemmata massiliana,1210884,0.0010935312337909,0.0013770156596555,0.0011342661582236,0.0014935213155354,0.0020905414595778,0.0009551221407151,0.0016218235317199,0.0014549664021069,0.0015125889112776,0.002156785339588,0.0011283660195092,0.001832742159513,0.0014133324969528,0.0018519848044782,0.0016201892534557,0.0013002592469231,0.0009392660965782,0.0010753051005413,0.0014348668204851,0.0017063143593803,0.0006120209553614,0.002238371554781,0.0014168490233161,0.0010304211608294,0.0027652634562577,0.0037376426165062,,0.0050816368543684,0.0008359742388723,0.0005111690436027,0.0026113517771681,0.0031918872543729,0.003532085205342,0.0007775527611832,0.0003829328065901,0.0011047991103189,0.0013017580948135,0.0010562228921274,0.0015436967975974,0.0025815141410658,0.0036975374024684,0.0026113952968742,0.0021237995461569,0.0020684599384209,0.0023547349390948,,0.0017948768611797,0.0029875672751594,0.0016952030815596,0.0039213304831575,0.0008454735564916,0.0086819608920925,0.003943335359984,0.006540697746732,0.0003504314687458,0.0043950664983624,0.0013008639918316,0.0032941501160548,0.0034795927623269,0.0049900816402814,0.0103849170669136,0.0025138661554885,0.0015393970641172,0.0009715751229032,0.0022359593740911,0.004812797020827,0.0008489973811451,0.0040936234144639,0.0011110689338702,0.0025228439196316,0.0064176980872869,0.0045053570758416,0.0026184595557736,,0.0010662211161224,0.0132542784124834,0.0006046287912951,0.0035765125192993,0.0029344400381475,0.0012240047106632,0.0006660248852662,0.0059271883853113,0.0004284792992515,0.0006876104654503,,0.0016383596551306,
15,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,Gemmata obscuriglobus,114,0.0006879373696117,0.000695121668844,0.0009243920737921,0.0006197741304853,0.0009012560342451,0.0007307406889489,0.000661932619235,0.0007535313318032,0.0006224528857642,,0.0006442951937479,0.001094434800594,0.0005380869766959,0.0010896571780301,0.000642223177536,0.0005022590014239,0.0005720451990599,0.0007273333528959,0.0006363459125929,0.0005475732686426,,,0.0002524035421624,,0.0009301460329266,0.0005771957021997,,0.0003248603907565,0.0008891571295785,,0.0010884717039557,0.0004889608267332,0.0007448569725549,,,0.0007816729972988,0.0004353883949055,,,0.0008850542583004,,0.0002616215269563,,0.0008343449517514,0.0004575003200613,,0.0023781349372929,0.0006907292941548,0.0005053008310397,0.0010679436433622,0.0013307011873388,0.0011936933676413,,,,0.000469146013627,0.0005829748778678,0.0006708959281822,0.0006106150893395,0.000653337654873,0.001138807534744,,0.0009799425659685,0.0015400664620584,0.0003213260258018,0.0007241788082528,,0.0003569852059469,,0.0004640032402777,0.0020445097181981,0.0005390590298954,0.0003368026996657,,,0.0003335828453421,0.0004717431384708,0.0006486619911807,0.0005775128465703,0.00036499932492,0.0012625652774706,0.0006817206198397,,,,0.0006464523891111,
16,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,Gemmata sp. SH-PL17,1630693,0.0031332342941496,0.0026499218306181,0.0031854237336576,0.0027742079211489,0.0026763923827727,0.0024612034212871,0.0019282894738541,0.002198495130349,0.0035453787238415,0.0021906435793341,0.0028237595239772,0.0024217435344102,0.0034635023016433,0.0032125765603867,0.0033160714434979,0.0026780103793137,0.0020318778363476,0.0022213552810217,0.0021509201930575,0.0026548472368997,0.0005479969277299,0.002300981820725,0.001200042726822,,0.0013928729345536,0.0037675408952353,,0.0049038377699005,0.0014391852655482,,0.0022301485429163,0.0028866959108798,0.0050056463513148,0.001419476854776,0.0007857454115621,0.0009013037548557,0.0013106129052863,0.0009944667251915,0.0012575876173845,0.0026475213686064,0.00466008290094,0.0026437564539215,0.0014270074529718,0.0023409680733266,0.0023950392025186,,0.0017277729798318,0.0034173047459312,0.0011530425745544,0.0044936512796307,0.0010925813147785,0.0088382558749941,0.0036821174129258,0.0072859755837988,,0.0049272610439984,0.002478191264282,0.002592126910844,0.0024257113708257,0.0045108549120064,0.0093825160443318,0.0025707350605474,0.0016587138777041,0.0012277358490901,0.0023008234412453,0.0039249163189668,0.0011855121379258,0.0034379567493242,0.0013849062593075,0.0014925284755848,0.0061541618768426,0.0038587286844653,0.0027989373564196,0.0004456598784123,0.0006218777866132,0.0128877276453428,0.001442732355158,0.0035428996658401,0.0026944108983455,0.0012936897906181,0.0006310935436978,0.0055472782877328,0.0009363243967932,0.0008280245058323,,0.0029178276409644,
17,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Limnoglobus,Limnoglobus roseus,2598579,0.0009573027917127,0.0011271002149722,0.0010956510603948,0.0008605588064403,0.0011899868625377,0.0007830106208416,0.0013087003487322,0.0008055438654832,0.0014824880570057,0.0009199288011914,0.00086519768301,0.0012469923066562,0.0010746130160625,0.0009749188249206,0.0007466238102885,0.0012507474598822,0.0012734183674667,0.0008973511914682,0.0008479477906919,0.0010099243282623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009053319646136,
18,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Zavarzinella,Zavarzinella formosa,360055,0.0013904382395747,0.0007121133174173,0.0011132108904674,0.0009634308463195,0.0011061448313886,0.0009343916182891,0.001089326901264,0.0013052053648478,0.0011695901718339,0.0007533824589225,0.0012337410910762,0.0009268917326763,0.0005862295207137,0.001040001218764,0.0008049626182019,0.0007641022565269,0.0009775438801973,0.000793286781659,0.0009376957252523,0.0011755151634723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004789988537653,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0011566623453846,
19,Bacteria,Planctomycetes,Planctomycetia,Isosphaerales,Isosphaeraceae,Aquisphaera,Aquisphaera giovannonii,406548,0.0018118714458014,0.0016072230271618,0.0015487426753913,0.0021770763000652,0.0018644734793012,0.0015213764984692,0.0018205088073853,0.0016213278636363,0.001683066496449,0.0023469728288925,0.0013040219550921,0.0017374464970038,0.0022211582325716,0.001472208456297,0.0016175305772403,0.0023537446036706,0.0022291483855987,0.0016681107817906,0.0013779045788698,0.002566127084018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018871618556923,
20,Bacteria,Planctomycetes,Planctomycetia,Isosphaerales,Isosphaeraceae,Paludisphaera,Paludisphaera borealis,1387353,0.0006771037260921,0.0009243282378217,0.0008067962217719,0.0008390252604925,0.0007659767992282,0.0002991077994725,0.0007702614963904,0.0006411658693905,0.0005921009010513,0.0007532396577819,0.0009750466859037,0.0003969292943226,0.0006499160003291,0.0007280718699157,0.0007689616835983,0.0009121368866475,0.0009265012583486,0.0007340999832181,0.0003817524018785,0.0010664360121425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003711312881201,
21,Bacteria,Planctomycetes,Planctomycetia,Isosphaerales,Isosphaeraceae,Singulisphaera,Singulisphaera acidiphila,466153,0.0044510896003559,0.0039647687026602,0.0037627569144598,0.0046617295752829,0.00550583777695,0.0035330643367708,0.0042796357115838,0.0035202459246122,0.0042119704761463,0.0033438214041577,0.0034840653985369,0.0048020559493766,0.0038836494499752,0.0050519988501536,0.0036742864624614,0.00377962016153,0.0037796532119044,0.0042035414191329,0.002915475234983,0.0042196894862541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002827154822065,,,,,0.0005014600276791,,,,,,,,,0.000399731378638,0.0003038513524756,,,0.0005116901519326,,,,,,,,,0.0015896008778859,
22,Bacteria,Planctomycetes,Planctomycetia,Isosphaerales,Isosphaeraceae,Singulisphaera,Singulisphaera rosea,643672,0.0019644140604969,0.0015584280057714,0.0021343139086701,0.0015603816605909,0.001073545527451,0.0013114616579475,0.0017873316305604,0.0018194260815773,0.001570452834475,0.0018941982401555,0.0011968608745774,0.0016685969918921,0.0016061974653979,0.0017513284708743,0.0013861699485556,0.0019540806007805,0.0014154545616129,0.0021025227251367,0.0016902157813756,0.0017087590305495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003775369116608,,,,,,,,,,,,,,,,,,,,,,0.0019479050170029,
23,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,Pirellula staleyi,125,0.0018099168307294,0.0014431312007055,0.0012519003889354,0.0011097834231152,0.0019523985315643,0.00163124595864,0.0022412628271715,0.001190548176721,0.002641253647188,0.0021330412634502,0.0017303548548169,0.00269337323303,0.0016306609795443,0.0016746068271807,0.0015872214493631,0.0015410373166529,0.0013506389061495,0.0012782744792995,0.0013913169888678,0.0013054087134563,,,,0.0009432030176619,,,,,,,0.0002472301620137,,,,,0.0002328873914976,0.0019564319938729,,,,0.0013978220556669,,,,,,,,,,,,,,,,0.0038597714653908,,0.0002473760930469,,,,0.0002962175129988,,,,,,,,,,,,,0.0010505529136071,,,,,,0.00139316984065,,,,0.0007746426019569,
24,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Thermoguttaceae,Thermostilla,Thermostilla marina,1742923,0.003392406843238,0.0022434657231971,0.0026956052302748,0.0020376606839214,0.0038362872156724,0.0025906889731446,0.0030012258101298,0.0025568051324595,0.0032806219841744,0.0028229017089791,0.0025072227522312,0.0024986137235598,0.0027542776826766,0.0041854408965076,0.0031746411888567,0.0021963013486694,0.0033572636110186,0.0025456566466025,0.0027162963443103,0.0019223692032409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016750500323637,
25,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces sp. SH-PL14,1632864,0.0005168473700196,0.0010013062152905,0.0012442892870464,0.0005891182709791,0.0010941206451598,0.0009366418064666,0.0009558420143227,0.0010927680275824,0.0010360782941472,,0.0010632733863845,0.0008510109655397,0.0010459771220967,0.0010614419134638,0.0011270300750581,0.00120779257802,0.0011944611045532,0.000592859161264,0.0004886093005927,0.0007699890295694,,,0.0004589155824786,0.0010662292392864,,,,,0.0003037743968824,,0.0036943690527185,0.0004889607703012,0.0010244208717491,0.0009373990962354,0.0008770220229974,0.0069541959828836,0.0120319108484524,,0.0006334713956541,0.001121576140348,0.0011083373061663,,,0.0008406052357697,0.0019998872125612,,,0.0006578514571409,0.0018834987137081,,0.0006042396989445,0.00088612935232,0.0022165497655164,,,0.000380381276291,0.0026565409239935,0.0009879352153998,,,,0.0090239262118318,0.0004073344256543,0.0004747351867786,,,,0.0037467897464788,0.0022128396937887,,,,,,0.0033261632162846,0.0009397053076497,0.0007087704816509,,0.000497246726459,,0.0034467028232551,0.0004446552439309,,,,,
26,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces sp. SH-PL62,1636152,0.0007865798104612,0.0007392614783988,0.0008361868714658,0.0009590282798127,0.0007150639009684,0.0007540540462683,0.0008773365179934,0.0006304608771742,0.0008631460332969,0.0006027020837475,0.0005638775000723,0.0006178468271123,0.0009228621564875,0.0007969998770914,0.0005719170877151,0.0008330558997576,0.000671012808128,0.0008404591245173,0.0006882106656552,0.0013084409697363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009210834439153,,,,,,,,,,,,,,,,,,,,,,,0.0006445407724788,
27,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctopirus,Planctopirus ephydatiae,2528019,0.0009458500223346,,,0.0004263764538068,0.0006137175014514,,,,,,,,,,,0.0004885529862957,0.0003530084457283,0.0005768583667366,,,,,,,,,,,,0.000383376782702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007155039843698,,,,,,,,,,,,,,,
